customerid,subscription_type,contract_length,usage_frequency,support_calls,payment_delay
820,Premium,Quarterly,5,2,5
821,Standard,Monthly,26,7,6
822,Basic,Quarterly,20,6,29
823,Basic,Monthly,16,4,18
824,Basic,Annual,3,4,7
825,Standard,Monthly,20,7,9
826,Premium,Annual,2,2,0
827,Premium,Quarterly,9,5,20
828,Premium,Monthly,5,7,10
829,Basic,Annual,6,8,21
830,Basic,Quarterly,13,4,7
831,Premium,Monthly,4,4,0
832,Premium,Annual,19,8,12
833,Basic,Annual,1,1,13
834,Premium,Annual,26,9,10
835,Basic,Quarterly,7,0,13
836,Premium,Monthly,7,1,2
837,Standard,Quarterly,4,6,8
838,Premium,Monthly,29,0,26
839,Premium,Quarterly,19,2,10
840,Premium,Monthly,5,10,29
841,Standard,Quarterly,2,6,13
842,Standard,Monthly,10,0,22
843,Basic,Quarterly,4,3,27
844,Standard,Monthly,10,4,1
845,Basic,Annual,1,6,13
846,Basic,Quarterly,20,3,11
847,Premium,Quarterly,27,6,25
848,Standard,Annual,1,6,9
849,Standard,Annual,23,2,21
850,Standard,Monthly,27,2,4
851,Standard,Annual,21,6,7
852,Premium,Quarterly,20,0,17
853,Premium,Annual,1,1,11
854,Premium,Annual,15,7,14
855,Premium,Quarterly,26,4,3
856,Basic,Monthly,30,9,22
857,Basic,Monthly,23,9,26
858,Premium,Quarterly,23,1,7
859,Standard,Quarterly,9,6,0
860,Basic,Annual,30,0,17
861,Standard,Quarterly,9,2,26
862,Standard,Quarterly,4,3,18
863,Standard,Annual,20,2,10
864,Standard,Monthly,21,10,24
865,Standard,Monthly,6,4,5
866,Premium,Annual,15,3,10
867,Basic,Quarterly,23,6,19
868,Standard,Quarterly,7,10,11
869,Premium,Annual,26,6,25
870,Premium,Monthly,13,3,27
871,Standard,Annual,15,5,16
872,Premium,Annual,2,5,10
873,Premium,Monthly,8,8,21
874,Standard,Quarterly,23,9,25
875,Premium,Annual,18,8,20
876,Basic,Monthly,23,5,12
877,Standard,Quarterly,25,0,10
878,Standard,Monthly,12,0,9
879,Basic,Annual,29,7,18
880,Standard,Monthly,21,9,29
881,Premium,Annual,10,4,30
882,Basic,Quarterly,16,7,4
883,Standard,Quarterly,3,3,15
884,Basic,Monthly,17,0,26
885,Premium,Quarterly,28,0,10
886,Premium,Annual,2,10,19
887,Premium,Monthly,4,5,5
888,Basic,Monthly,10,4,17
889,Premium,Quarterly,12,2,27
890,Basic,Monthly,10,6,7
891,Premium,Quarterly,26,3,8
892,Basic,Annual,16,1,14
893,Basic,Quarterly,26,6,12
894,Standard,Quarterly,11,7,16
895,Premium,Annual,28,1,22
896,Basic,Monthly,10,1,9
897,Basic,Quarterly,28,5,16
898,Basic,Annual,11,0,23
899,Premium,Quarterly,24,5,5
900,Basic,Quarterly,9,0,7
901,Premium,Quarterly,23,1,7
902,Premium,Quarterly,17,3,16
903,Basic,Annual,12,10,19
904,Basic,Annual,16,3,10
905,Standard,Annual,1,4,23
906,Premium,Quarterly,9,0,21
907,Standard,Annual,14,8,12
908,Basic,Quarterly,2,3,26
909,Premium,Monthly,26,4,14
910,Basic,Quarterly,29,1,18
911,Basic,Quarterly,15,7,15
912,Standard,Annual,13,8,21
913,Premium,Monthly,28,2,21
914,Basic,Quarterly,14,0,15
915,Basic,Monthly,22,3,2
916,Basic,Quarterly,25,1,27
917,Premium,Annual,6,2,0
918,Basic,Quarterly,30,0,30
919,Standard,Quarterly,3,8,3
920,Standard,Quarterly,12,1,19
921,Basic,Annual,24,10,2
922,Basic,Annual,1,8,29
923,Basic,Monthly,27,9,27
924,Basic,Annual,3,4,30
925,Basic,Annual,17,4,3
926,Premium,Quarterly,2,1,1
927,Basic,Quarterly,4,6,21
928,Premium,Annual,7,2,6
929,Standard,Annual,21,9,10
930,Basic,Monthly,8,0,15
931,Standard,Monthly,23,4,25
932,Premium,Annual,7,5,5
933,Premium,Monthly,9,8,27
934,Standard,Quarterly,14,0,12
935,Premium,Annual,29,8,11
936,Standard,Monthly,28,2,13
937,Premium,Annual,25,2,0
938,Basic,Annual,14,4,0
939,Premium,Quarterly,28,1,17
940,Premium,Quarterly,11,8,16
941,Standard,Monthly,8,8,7
942,Standard,Quarterly,29,5,21
943,Standard,Annual,16,9,10
944,Premium,Annual,18,2,10
945,Basic,Quarterly,10,0,25
946,Basic,Quarterly,11,6,23
947,Premium,Monthly,12,3,29
948,Standard,Annual,21,3,25
949,Basic,Monthly,7,3,26
950,Basic,Annual,27,6,1
951,Standard,Quarterly,7,8,22
952,Basic,Monthly,8,5,20
953,Premium,Annual,20,4,8
954,Premium,Annual,13,6,22
955,Premium,Annual,3,7,19
956,Premium,Annual,19,1,5
957,Basic,Quarterly,30,10,1
958,Basic,Quarterly,20,9,24
959,Basic,Monthly,27,2,6
960,Basic,Monthly,4,4,8
961,Standard,Monthly,12,8,23
962,Premium,Monthly,14,6,13
963,Standard,Quarterly,9,9,30
964,Premium,Monthly,29,10,30
965,Basic,Annual,14,7,4
966,Standard,Annual,25,8,1
967,Basic,Quarterly,18,0,22
968,Standard,Annual,22,0,25
969,Premium,Annual,29,8,6
970,Basic,Quarterly,8,3,28
971,Standard,Quarterly,24,4,25
972,Basic,Monthly,12,0,30
973,Premium,Quarterly,2,6,26
974,Basic,Monthly,1,10,21
975,Premium,Annual,29,3,27
976,Basic,Monthly,4,2,18
977,Premium,Annual,11,3,19
978,Standard,Annual,1,9,1
979,Basic,Annual,23,4,16
980,Standard,Annual,4,8,19
981,Premium,Annual,16,8,22
982,Standard,Annual,5,6,5
983,Basic,Annual,29,4,7
984,Premium,Annual,26,0,27
985,Premium,Quarterly,21,8,26
986,Basic,Annual,29,4,4
987,Basic,Monthly,26,0,8
988,Premium,Annual,6,8,6
989,Standard,Quarterly,10,7,8
990,Basic,Monthly,13,5,22
991,Basic,Quarterly,9,0,11
992,Standard,Annual,23,9,24
993,Standard,Annual,9,9,9
994,Standard,Annual,18,6,7
995,Premium,Monthly,24,7,9
996,Premium,Monthly,26,8,20
997,Basic,Annual,26,3,26
998,Standard,Quarterly,5,6,5
999,Basic,Annual,6,2,26
1000,Premium,Quarterly,24,9,27
1001,Premium,Annual,2,1,4
1002,Basic,Monthly,10,2,1
1003,Standard,Annual,10,8,12
1004,Standard,Quarterly,6,2,23
1005,Standard,Monthly,12,3,15
1006,Standard,Monthly,5,0,14
1007,Standard,Quarterly,5,3,15
1008,Standard,Monthly,18,4,2
1009,Premium,Annual,26,9,28
1010,Premium,Monthly,11,8,30
1011,Premium,Annual,25,2,26
1012,Premium,Monthly,19,8,22
1013,Premium,Quarterly,17,8,16
1014,Basic,Monthly,20,6,13
1015,Basic,Monthly,24,0,21
1016,Premium,Monthly,22,9,8
1017,Basic,Quarterly,15,9,18
1018,Standard,Monthly,11,4,21
1019,Standard,Annual,5,0,6
1020,Premium,Annual,10,7,28
1021,Basic,Monthly,1,8,14
1022,Standard,Quarterly,28,1,1
1023,Premium,Monthly,9,4,25
1024,Basic,Monthly,24,5,2
1025,Standard,Annual,1,6,25
1026,Standard,Monthly,5,6,1
1027,Standard,Quarterly,5,10,10
1028,Basic,Annual,5,2,23
1029,Basic,Monthly,4,5,23
1030,Premium,Quarterly,12,3,15
1031,Standard,Annual,28,9,15
1032,Standard,Quarterly,4,3,17
1033,Basic,Annual,17,1,10
1034,Basic,Annual,9,1,5
1035,Basic,Monthly,18,10,0
1036,Premium,Annual,4,4,18
1037,Standard,Quarterly,23,10,0
1038,Basic,Quarterly,21,6,12
1039,Basic,Annual,22,7,17
1040,Premium,Monthly,20,9,24
1041,Basic,Quarterly,1,10,30
1042,Basic,Monthly,4,3,29
1043,Premium,Annual,28,0,17
1044,Standard,Monthly,16,0,1
1045,Standard,Quarterly,26,0,19
1046,Standard,Annual,6,4,22
1047,Basic,Quarterly,9,10,7
1048,Premium,Quarterly,11,2,1
1049,Standard,Quarterly,8,9,12
1050,Basic,Quarterly,19,5,16
1051,Standard,Annual,29,7,16
1052,Premium,Quarterly,29,4,28
1053,Standard,Annual,5,8,19
1054,Standard,Quarterly,9,1,16
1055,Standard,Annual,21,3,13
1056,Standard,Quarterly,22,7,24
1057,Basic,Monthly,26,7,8
1058,Basic,Monthly,5,5,24
1059,Standard,Annual,30,2,28
1060,Premium,Quarterly,2,0,28
1061,Basic,Monthly,3,7,27
1062,Premium,Quarterly,4,10,0
1063,Premium,Monthly,23,7,11
1064,Premium,Monthly,18,6,30
1065,Premium,Monthly,12,9,10
1066,Basic,Annual,7,10,16
1067,Basic,Monthly,10,1,10
1068,Premium,Quarterly,13,8,17
1069,Basic,Quarterly,25,1,17
1070,Premium,Monthly,10,7,25
1071,Premium,Quarterly,1,10,14
1072,Premium,Monthly,9,8,25
1073,Premium,Monthly,7,1,16
1074,Basic,Annual,29,5,13
1075,Standard,Quarterly,24,8,24
1076,Premium,Monthly,5,2,18
1077,Standard,Monthly,15,8,16
1078,Premium,Quarterly,9,2,1
1079,Standard,Annual,16,9,25
1080,Standard,Monthly,5,0,5
1081,Standard,Quarterly,23,6,7
1082,Standard,Monthly,17,3,22
1083,Premium,Monthly,8,7,0
1084,Basic,Annual,24,4,13
1085,Standard,Quarterly,30,1,1
1086,Basic,Quarterly,22,2,3
1087,Standard,Quarterly,28,6,24
1088,Basic,Quarterly,6,3,6
1089,Basic,Quarterly,9,6,26
1090,Basic,Monthly,10,9,17
1091,Premium,Annual,20,3,25
1092,Standard,Monthly,20,10,16
1093,Basic,Annual,8,4,15
1094,Premium,Quarterly,12,4,17
1095,Standard,Monthly,18,10,2
1096,Premium,Annual,22,8,4
1097,Standard,Annual,30,6,24
1098,Premium,Quarterly,20,2,0
1099,Standard,Monthly,9,8,6
1100,Standard,Monthly,5,6,6
1101,Standard,Annual,2,7,9
1102,Basic,Quarterly,10,2,25
1103,Premium,Annual,15,7,18
1104,Premium,Quarterly,21,9,18
1105,Basic,Quarterly,2,8,11
1106,Standard,Monthly,13,3,1
1107,Standard,Quarterly,13,4,3
1108,Premium,Quarterly,14,2,3
1109,Premium,Monthly,28,0,17
1110,Basic,Monthly,17,2,14
1111,Standard,Quarterly,24,4,29
1112,Premium,Annual,3,7,4
1113,Standard,Annual,3,2,29
1114,Standard,Quarterly,15,3,26
1115,Basic,Annual,18,4,5
1116,Standard,Quarterly,20,0,16
1117,Premium,Quarterly,26,5,11
1118,Premium,Quarterly,11,1,24
1119,Standard,Quarterly,6,6,24
1120,Standard,Monthly,10,8,22
1121,Basic,Quarterly,5,1,23
1122,Standard,Annual,20,8,24
1123,Premium,Annual,13,1,11
1124,Basic,Monthly,2,1,26
1125,Basic,Annual,1,9,1
1126,Basic,Quarterly,7,5,17
1127,Standard,Monthly,5,4,17
1128,Premium,Quarterly,28,3,9
1129,Standard,Quarterly,3,0,15
1130,Basic,Annual,25,3,27
1131,Premium,Monthly,3,7,14
1132,Premium,Annual,15,5,3
1133,Premium,Monthly,11,1,30
1134,Basic,Monthly,2,5,1
1135,Basic,Annual,16,10,23
1136,Premium,Monthly,19,6,3
1137,Premium,Quarterly,10,10,4
1138,Basic,Annual,1,0,0
1139,Standard,Monthly,10,5,12
1140,Basic,Quarterly,11,1,3
1141,Basic,Monthly,25,8,22
1142,Standard,Annual,1,3,9
1143,Basic,Quarterly,22,3,22
1144,Basic,Quarterly,16,4,26
1145,Premium,Quarterly,11,0,7
1146,Standard,Annual,16,0,7
1147,Premium,Annual,2,9,20
1148,Standard,Annual,8,5,28
1149,Premium,Annual,23,8,21
1150,Standard,Annual,7,0,14
1151,Basic,Annual,19,5,13
1152,Basic,Annual,24,0,0
1153,Premium,Monthly,3,1,9
1154,Standard,Annual,5,7,6
1155,Standard,Annual,2,3,4
1156,Premium,Quarterly,28,7,6
1157,Premium,Annual,8,1,0
1158,Standard,Annual,8,0,27
1159,Standard,Monthly,19,0,25
1160,Premium,Quarterly,22,9,14
1161,Premium,Monthly,26,4,8
1162,Premium,Annual,17,7,28
1163,Premium,Annual,20,7,3
1164,Standard,Annual,2,8,24
1165,Basic,Quarterly,9,2,0
1166,Premium,Monthly,29,6,17
1167,Standard,Annual,27,8,22
1168,Standard,Annual,7,1,1
1169,Basic,Monthly,28,10,3
1170,Standard,Quarterly,21,10,24
1171,Standard,Monthly,4,3,15
1172,Premium,Quarterly,5,5,12
1173,Premium,Annual,25,8,25
1174,Basic,Annual,1,5,21
1175,Premium,Annual,10,4,18
1176,Basic,Monthly,25,0,12
1177,Basic,Annual,27,5,16
1178,Standard,Annual,13,4,14
1179,Premium,Monthly,29,5,27
1180,Basic,Annual,29,10,16
1181,Basic,Quarterly,3,9,3
1182,Standard,Quarterly,7,7,11
1183,Basic,Annual,13,5,8
1184,Basic,Monthly,25,6,30
1185,Premium,Monthly,19,5,21
1186,Premium,Quarterly,27,0,17
1187,Premium,Monthly,12,3,6
1188,Basic,Annual,10,6,6
1189,Basic,Quarterly,15,9,0
1190,Basic,Quarterly,27,1,1
1191,Premium,Monthly,13,1,5
1192,Standard,Annual,27,7,3
1193,Basic,Annual,7,7,6
1194,Basic,Monthly,12,1,6
1195,Premium,Quarterly,22,2,1
1196,Standard,Quarterly,12,0,0
1197,Premium,Annual,3,4,9
1198,Standard,Quarterly,3,6,17
1199,Premium,Monthly,10,5,10
1200,Premium,Monthly,18,2,25
1201,Basic,Monthly,17,0,27
1202,Basic,Monthly,23,6,0
1203,Standard,Annual,20,4,21
1204,Basic,Quarterly,22,5,30
1205,Basic,Quarterly,4,2,27
1206,Standard,Monthly,13,5,19
1207,Premium,Annual,5,7,5
1208,Premium,Quarterly,9,0,7
1209,Standard,Quarterly,19,0,5
1210,Premium,Monthly,27,8,24
1211,Standard,Annual,29,0,23
1212,Standard,Monthly,12,2,29
1213,Basic,Quarterly,15,5,7
1214,Premium,Annual,25,8,25
1215,Standard,Quarterly,13,8,0
1216,Basic,Annual,17,8,30
1217,Premium,Annual,26,3,23
1218,Basic,Quarterly,30,6,20
1219,Basic,Monthly,1,3,13
1220,Premium,Monthly,25,2,21
1221,Standard,Quarterly,25,7,9
1222,Standard,Monthly,1,7,15
1223,Basic,Annual,12,10,15
1224,Basic,Quarterly,26,4,0
1225,Standard,Annual,18,5,25
1226,Premium,Annual,12,8,15
1227,Premium,Annual,8,5,22
1228,Basic,Monthly,17,0,14
1229,Standard,Quarterly,9,2,18
1230,Premium,Monthly,17,9,12
1231,Standard,Monthly,24,1,20
1232,Standard,Annual,16,9,27
1233,Standard,Monthly,10,1,0
1234,Standard,Annual,9,0,2
1235,Premium,Quarterly,2,4,20
1236,Standard,Monthly,25,3,18
1237,Basic,Annual,19,8,25
1238,Premium,Annual,3,9,6
1239,Standard,Annual,17,3,26
1240,Standard,Monthly,26,2,7
1241,Standard,Annual,9,7,19
1242,Premium,Monthly,1,10,9
1243,Basic,Monthly,27,3,12
1244,Standard,Annual,24,5,25
1245,Basic,Quarterly,7,1,17
1246,Standard,Quarterly,12,0,30
1247,Standard,Annual,17,2,7
1248,Premium,Quarterly,9,1,12
1249,Premium,Quarterly,23,10,21
1250,Basic,Quarterly,17,3,1
1251,Standard,Quarterly,24,8,11
1252,Basic,Monthly,9,7,20
1253,Premium,Annual,4,5,9
1254,Basic,Quarterly,11,7,29
1255,Basic,Quarterly,16,1,18
1256,Premium,Annual,2,6,24
1257,Basic,Annual,24,10,23
1258,Standard,Annual,3,1,8
1259,Basic,Monthly,7,4,15
1260,Premium,Quarterly,8,4,18
1261,Standard,Monthly,21,9,11
1262,Standard,Quarterly,16,0,29
1263,Premium,Monthly,16,5,5
1264,Premium,Monthly,25,7,21
1265,Premium,Annual,12,5,15
1266,Premium,Monthly,6,6,13
1267,Standard,Annual,20,4,12
1268,Premium,Annual,1,9,12
1269,Premium,Monthly,1,5,16
1270,Premium,Quarterly,16,7,2
1271,Basic,Monthly,9,8,20
1272,Premium,Quarterly,23,9,12
1273,Basic,Quarterly,23,6,1
1274,Standard,Annual,24,4,19
1275,Standard,Monthly,26,4,21
1276,Premium,Monthly,3,0,25
1277,Premium,Monthly,13,7,19
1278,Premium,Monthly,20,3,26
1279,Standard,Annual,7,4,10
1280,Standard,Monthly,6,7,12
1281,Premium,Quarterly,7,2,19
1282,Premium,Monthly,30,7,27
1283,Standard,Quarterly,1,1,17
1284,Standard,Annual,5,4,18
1285,Standard,Quarterly,4,7,21
1286,Basic,Monthly,15,6,11
1287,Standard,Monthly,16,0,11
1288,Standard,Annual,8,3,2
1289,Basic,Quarterly,28,8,15
1290,Premium,Annual,1,0,21
1291,Basic,Quarterly,14,7,6
1292,Premium,Monthly,12,0,13
1293,Premium,Quarterly,14,6,14
1294,Basic,Annual,25,2,26
1295,Standard,Annual,29,3,15
1296,Premium,Quarterly,26,6,21
1297,Standard,Quarterly,8,5,19
1298,Premium,Monthly,28,2,8
1299,Basic,Annual,27,6,18
1300,Premium,Quarterly,1,5,2
1301,Basic,Quarterly,12,0,23
1302,Basic,Annual,2,3,11
1303,Standard,Monthly,18,6,23
1304,Basic,Monthly,15,6,11
1305,Premium,Monthly,14,5,4
1306,Standard,Annual,10,1,1
1307,Basic,Monthly,27,7,26
1308,Standard,Annual,4,2,25
1309,Premium,Monthly,25,10,22
1310,Basic,Annual,3,10,18
1311,Premium,Annual,9,9,3
1312,Basic,Monthly,4,3,0
1313,Premium,Quarterly,22,3,1
1314,Basic,Annual,28,1,4
1315,Premium,Quarterly,18,4,24
1316,Premium,Annual,14,3,16
1317,Standard,Monthly,17,7,9
1318,Standard,Quarterly,17,9,20
1319,Standard,Annual,14,10,15
1320,Basic,Monthly,12,1,24
1321,Premium,Monthly,22,9,14
1322,Premium,Annual,16,4,2
1323,Basic,Monthly,2,3,24
1324,Standard,Annual,29,7,29
1325,Standard,Quarterly,7,2,29
1326,Premium,Annual,22,5,16
1327,Premium,Annual,14,10,11
1328,Standard,Annual,4,8,8
1329,Basic,Monthly,20,2,22
1330,Premium,Annual,15,1,11
1331,Premium,Monthly,12,9,10
1332,Standard,Quarterly,2,4,6
1333,Basic,Annual,30,4,1
1334,Premium,Monthly,26,5,11
1335,Premium,Monthly,22,5,27
1336,Premium,Annual,23,6,11
1337,Premium,Annual,8,0,20
1338,Premium,Quarterly,30,1,22
1339,Standard,Monthly,13,6,20
1340,Premium,Annual,28,5,19
1341,Basic,Quarterly,9,4,12
1342,Standard,Quarterly,15,8,11
1343,Standard,Monthly,27,9,19
1344,Standard,Monthly,17,7,13
1345,Basic,Annual,19,2,15
1346,Standard,Annual,10,7,19
1347,Standard,Monthly,25,10,9
1348,Basic,Quarterly,21,1,13
1349,Standard,Monthly,6,5,2
1350,Standard,Quarterly,4,4,18
1351,Standard,Annual,9,5,11
1352,Premium,Monthly,4,7,10
1353,Premium,Quarterly,29,8,13
1354,Premium,Quarterly,16,6,24
1355,Standard,Monthly,18,4,9
1356,Standard,Quarterly,18,8,8
1357,Premium,Monthly,22,3,8
1358,Standard,Monthly,28,9,27
1359,Premium,Annual,5,9,19
1360,Basic,Quarterly,14,6,6
1361,Premium,Annual,12,8,26
1362,Standard,Annual,20,10,24
1363,Premium,Monthly,14,9,22
1364,Standard,Quarterly,7,5,2
1365,Standard,Monthly,5,0,22
1366,Premium,Quarterly,24,5,8
1367,Standard,Quarterly,7,10,23
1368,Premium,Monthly,16,9,5
1369,Basic,Monthly,29,2,22
1370,Basic,Annual,2,7,19
1371,Basic,Monthly,10,6,13
1372,Basic,Quarterly,10,7,18
1373,Premium,Quarterly,5,3,28
1374,Basic,Annual,14,4,8
1375,Premium,Monthly,10,6,7
1376,Standard,Annual,10,5,29
1377,Standard,Annual,11,10,7
1378,Premium,Quarterly,17,6,11
1379,Standard,Monthly,23,2,14
1380,Basic,Annual,29,1,26
1381,Standard,Quarterly,17,3,28
1382,Basic,Annual,4,10,5
1383,Standard,Monthly,16,4,12
1384,Standard,Monthly,27,10,26
1385,Standard,Quarterly,17,10,1
1386,Premium,Monthly,27,6,6
1387,Standard,Annual,28,10,0
1388,Premium,Quarterly,25,10,6
1389,Standard,Annual,1,9,16
1390,Standard,Annual,19,9,16
1391,Basic,Annual,13,0,28
1392,Basic,Quarterly,7,4,18
1393,Basic,Annual,1,10,16
1394,Standard,Quarterly,29,7,29
1395,Standard,Annual,3,4,12
1396,Premium,Monthly,9,3,21
1397,Standard,Monthly,9,3,1
1398,Standard,Monthly,27,4,28
1399,Basic,Quarterly,4,5,25
1400,Premium,Monthly,29,9,15
1401,Premium,Monthly,8,0,15
1402,Standard,Quarterly,25,3,8
1403,Basic,Monthly,26,9,14
1404,Basic,Monthly,28,1,30
1405,Standard,Annual,8,8,0
1406,Standard,Annual,2,8,22
1407,Standard,Annual,28,1,15
1408,Premium,Monthly,8,8,7
1409,Standard,Monthly,12,3,7
1410,Basic,Annual,5,10,8
1411,Premium,Monthly,19,2,6
1412,Basic,Monthly,15,2,8
1413,Premium,Quarterly,8,10,17
1414,Standard,Quarterly,9,10,2
1415,Premium,Quarterly,7,2,16
1416,Standard,Quarterly,23,5,18
1417,Basic,Quarterly,13,7,13
1418,Premium,Monthly,30,2,9
1419,Basic,Annual,10,8,15
1420,Standard,Quarterly,18,8,12
1421,Basic,Quarterly,17,2,29
1422,Basic,Quarterly,10,9,27
1423,Standard,Monthly,22,6,1
1424,Standard,Monthly,30,3,8
1425,Basic,Quarterly,30,2,15
1426,Standard,Monthly,27,2,21
1427,Basic,Monthly,10,4,21
1428,Standard,Annual,27,2,10
1429,Premium,Annual,25,8,27
1430,Standard,Quarterly,21,1,7
1431,Standard,Monthly,12,6,21
1432,Premium,Monthly,13,9,5
1433,Premium,Quarterly,20,7,3
1434,Standard,Quarterly,2,2,21
1435,Premium,Quarterly,30,5,7
1436,Basic,Quarterly,18,9,15
1437,Basic,Quarterly,4,3,19
1438,Standard,Monthly,11,7,12
1439,Standard,Annual,8,8,30
1440,Premium,Monthly,5,6,2
1441,Premium,Annual,25,1,15
1442,Standard,Annual,2,2,1
1443,Standard,Annual,14,7,6
1444,Basic,Quarterly,2,4,20
1445,Standard,Monthly,17,8,13
1446,Premium,Quarterly,2,5,25
1447,Premium,Annual,27,10,4
1448,Basic,Monthly,28,10,23
1449,Standard,Monthly,30,3,3
1450,Premium,Quarterly,20,7,10
1451,Premium,Monthly,24,5,17
1452,Premium,Annual,21,6,0
1453,Premium,Annual,27,4,3
1454,Premium,Annual,19,3,0
1455,Standard,Monthly,29,8,8
1456,Premium,Monthly,18,6,7
1457,Standard,Annual,13,7,16
1458,Premium,Annual,17,0,15
1459,Basic,Annual,30,6,3
1460,Standard,Annual,2,10,10
1461,Basic,Quarterly,4,10,26
1462,Basic,Annual,27,3,7
1463,Premium,Monthly,29,9,24
1464,Basic,Monthly,26,5,25
1465,Basic,Quarterly,19,9,20
1466,Standard,Quarterly,29,5,19
1467,Basic,Monthly,30,2,11
1468,Basic,Quarterly,9,9,29
1469,Premium,Quarterly,25,7,3
1470,Standard,Monthly,20,4,19
1471,Standard,Quarterly,27,7,27
1472,Standard,Monthly,27,6,7
1473,Basic,Monthly,21,4,18
1474,Basic,Quarterly,20,4,4
1475,Standard,Annual,24,0,19
1476,Standard,Annual,26,8,21
1477,Premium,Annual,4,6,2
1478,Premium,Quarterly,9,5,16
1479,Premium,Quarterly,11,5,10
1480,Standard,Monthly,3,10,1
1481,Basic,Monthly,10,3,20
1482,Premium,Annual,17,2,29
1483,Standard,Monthly,28,0,29
1484,Premium,Quarterly,6,6,17
1485,Premium,Monthly,27,10,14
1486,Premium,Annual,5,9,26
1487,Standard,Annual,28,7,28
1488,Standard,Monthly,5,8,21
1489,Standard,Quarterly,4,7,6
1490,Standard,Quarterly,26,10,9
1491,Premium,Quarterly,6,8,0
1492,Premium,Monthly,26,7,7
1493,Standard,Annual,12,1,19
1494,Basic,Monthly,29,1,21
1495,Basic,Annual,8,1,14
1496,Standard,Quarterly,6,2,12
1497,Standard,Monthly,16,2,17
1498,Standard,Annual,8,4,26
1499,Basic,Monthly,5,7,2
1500,Premium,Quarterly,10,10,27
1501,Premium,Annual,5,3,24
1502,Basic,Quarterly,24,8,19
1503,Standard,Monthly,20,0,14
1504,Premium,Monthly,17,10,13
1505,Premium,Monthly,27,8,2
1506,Standard,Annual,17,10,22
1507,Standard,Quarterly,16,9,11
1508,Standard,Quarterly,24,5,4
1509,Basic,Quarterly,3,5,6
1510,Premium,Quarterly,20,10,21
1511,Basic,Monthly,14,7,17
1512,Basic,Annual,26,0,29
1513,Standard,Quarterly,22,1,23
1514,Basic,Quarterly,21,1,3
1515,Standard,Annual,30,9,22
1516,Standard,Annual,8,8,6
1517,Premium,Annual,10,2,30
1518,Premium,Monthly,25,4,29
1519,Standard,Annual,22,2,26
1520,Premium,Monthly,5,6,24
1521,Standard,Quarterly,30,2,11
1522,Standard,Annual,20,0,13
1523,Premium,Monthly,19,10,10
1524,Premium,Annual,5,1,6
1525,Premium,Annual,22,6,21
1526,Premium,Quarterly,23,0,22
1527,Standard,Annual,16,0,2
1528,Standard,Annual,24,6,9
1529,Basic,Quarterly,9,10,21
1530,Standard,Annual,13,2,4
1531,Standard,Annual,30,5,22
1532,Premium,Monthly,16,0,4
1533,Premium,Annual,11,8,16
1534,Basic,Monthly,26,9,11
1535,Basic,Monthly,7,4,10
1536,Premium,Quarterly,25,2,3
1537,Standard,Monthly,10,5,13
1538,Premium,Annual,17,2,2
1539,Premium,Annual,25,9,14
1540,Premium,Annual,17,1,26
1541,Premium,Quarterly,13,7,18
1542,Premium,Quarterly,9,1,15
1543,Premium,Quarterly,16,5,10
1544,Basic,Annual,8,5,23
1545,Standard,Quarterly,21,5,24
1546,Basic,Quarterly,21,5,15
1547,Premium,Quarterly,28,0,4
1548,Premium,Quarterly,9,0,24
1549,Premium,Quarterly,18,4,8
1550,Premium,Monthly,11,6,16
1551,Premium,Annual,12,4,7
1552,Basic,Monthly,1,6,25
1553,Premium,Annual,21,7,12
1554,Premium,Monthly,19,7,4
1555,Premium,Quarterly,7,2,29
1556,Basic,Quarterly,3,4,3
1557,Basic,Quarterly,28,1,26
1558,Basic,Monthly,27,5,0
1559,Premium,Monthly,15,8,22
1560,Basic,Annual,26,4,22
1561,Basic,Monthly,7,6,9
1562,Premium,Annual,20,7,29
1563,Basic,Monthly,1,5,23
1564,Standard,Quarterly,24,10,0
1565,Standard,Annual,7,8,14
1566,Premium,Annual,27,10,14
1567,Basic,Annual,29,4,5
1568,Basic,Quarterly,8,4,5
1569,Basic,Monthly,25,10,29
1570,Basic,Annual,20,10,22
1571,Basic,Monthly,22,3,29
1572,Premium,Monthly,19,5,7
1573,Premium,Quarterly,27,10,29
1574,Premium,Quarterly,24,8,15
1575,Standard,Monthly,20,5,16
1576,Standard,Annual,25,5,6
1577,Premium,Quarterly,10,5,13
1578,Basic,Quarterly,12,5,6
1579,Standard,Quarterly,13,0,0
1580,Standard,Quarterly,14,10,0
1581,Premium,Annual,15,9,26
1582,Premium,Annual,14,7,19
1583,Standard,Quarterly,5,9,22
1584,Basic,Monthly,7,1,7
1585,Basic,Quarterly,13,9,7
1586,Basic,Monthly,28,2,23
1587,Premium,Annual,14,9,25
1588,Basic,Quarterly,30,2,4
1589,Standard,Annual,18,7,18
1590,Standard,Quarterly,25,9,2
1591,Basic,Quarterly,7,6,25
1592,Standard,Quarterly,28,5,2
1593,Standard,Quarterly,23,3,4
1594,Basic,Annual,16,4,7
1595,Standard,Annual,21,2,10
1596,Premium,Monthly,30,6,22
1597,Premium,Annual,26,5,11
1598,Basic,Quarterly,16,1,5
1599,Standard,Monthly,18,10,11
1600,Premium,Annual,23,1,0
1601,Basic,Annual,13,9,13
1602,Standard,Annual,26,0,4
1603,Basic,Quarterly,27,4,16
1604,Standard,Annual,18,2,0
1605,Basic,Monthly,21,6,20
