customerid,tenure,total_spend,last_interaction
1663,58,783,7
1664,47,559,7
1665,14,793,27
1666,24,213,24
1667,50,668,3
1668,16,814,28
1669,35,328,6
1670,6,195,4
1671,1,118,17
1672,7,303,24
1673,33,979,3
1674,5,544,11
1675,40,386,27
1676,42,924,12
1677,12,308,25
1678,33,271,17
1679,1,194,15
1680,53,432,2
1681,54,933,2
1682,36,108,28
1683,40,130,25
1684,37,993,28
1685,21,257,30
1686,5,792,1
1687,24,306,12
1688,35,329,11
1689,50,787,16
1690,52,887,1
1691,54,760,30
1692,17,658,16
1693,34,930,19
1694,18,317,10
1695,17,207,5
1696,9,893,11
1697,49,935,17
1698,46,283,23
1699,56,686,30
1700,3,805,19
1701,55,115,2
1702,18,929,20
1703,19,339,12
1704,23,436,3
1705,26,854,28
1706,5,215,14
1707,20,117,15
1708,16,667,6
1709,48,926,12
1710,56,663,20
1711,4,178,16
1712,26,121,27
1713,14,823,18
1714,58,141,4
1715,18,817,1
1716,25,615,12
1717,59,876,30
1718,59,801,5
1719,2,965,19
1720,7,942,12
1721,46,721,3
1722,20,260,18
1723,20,596,7
1724,6,285,11
1725,14,120,27
1726,17,451,10
1727,29,565,20
1728,55,341,13
1729,52,943,11
1730,3,845,27
1731,7,512,3
1732,15,804,29
1733,15,782,1
1734,3,689,21
1735,47,935,13
1736,56,142,25
1737,34,720,28
1738,7,734,14
1739,58,103,15
1740,1,324,29
1741,17,501,23
1742,59,255,17
1743,51,868,17
1744,37,876,23
1745,13,489,25
1746,38,731,28
1747,32,338,15
1748,4,390,15
1749,17,849,22
1750,51,849,13
1751,32,727,21
1752,44,698,28
1753,51,678,3
1754,21,869,12
1755,58,518,12
1756,30,568,1
1757,31,981,18
1758,22,764,30
1759,22,850,21
1760,43,998,22
1761,2,130,5
1762,25,850,1
1763,59,509,3
1764,16,115,27
1765,54,660,17
1766,27,918,22
1767,39,378,12
1768,3,440,29
1769,30,937,24
1770,18,935,12
1771,2,738,4
1772,33,741,17
1773,56,822,20
1774,39,693,18
1775,35,248,28
1776,34,124,14
1777,20,932,13
1778,48,846,19
1779,28,574,20
1780,34,964,10
1781,50,640,19
1782,26,149,9
1783,39,449,23
1784,13,357,9
1785,12,389,30
1786,54,551,24
1787,57,103,11
1788,40,978,10
1789,54,625,6
1790,3,755,25
1791,27,451,30
1792,16,186,2
1793,28,679,16
1794,38,821,18
1795,22,190,23
1796,2,671,26
1797,47,604,2
1798,50,774,10
1799,7,716,27
1800,8,805,28
1801,47,630,25
1802,48,681,3
1803,29,467,22
1804,26,250,6
1805,24,120,5
1806,53,746,11
1807,15,470,10
1808,27,162,18
1809,34,652,9
1810,7,728,13
1811,27,108,19
1812,32,449,17
1813,42,520,6
1814,9,590,13
1815,20,884,30
1816,59,207,25
1817,39,233,22
1818,9,544,15
1819,9,929,9
1820,12,739,23
1821,12,862,2
1822,40,378,14
1823,12,597,10
1824,58,316,13
1825,7,919,4
1826,17,238,24
1827,2,419,12
1828,55,189,15
1829,6,580,6
1830,15,230,9
1831,12,753,11
1832,57,252,1
1833,18,784,20
1834,49,884,28
1835,59,513,8
1836,25,207,30
1837,36,442,17
1838,6,958,2
1839,49,172,12
1840,35,971,19
1841,32,996,3
1842,18,971,18
1843,20,241,4
1844,8,210,23
1845,15,832,18
1846,31,187,24
1847,12,101,16
1848,50,420,13
1849,32,581,27
1850,56,517,16
1851,13,952,24
1852,29,796,16
1853,9,794,6
1854,11,533,25
1855,29,826,18
1856,55,419,17
1857,26,554,3
1858,40,225,24
1859,19,494,9
1860,10,758,5
1861,56,420,21
1862,5,879,20
1863,14,995,28
1864,41,277,30
1865,27,913,27
1866,3,1000,11
1867,29,506,17
1868,27,660,10
1869,49,288,28
1870,48,703,24
1871,59,621,1
1872,57,971,9
1873,28,487,14
1874,39,105,27
1875,50,591,30
1876,26,334,26
1877,24,136,19
1878,26,470,19
1879,2,481,13
1880,51,804,27
1881,52,653,5
1882,38,909,17
1883,55,143,15
1884,18,855,1
1885,2,990,5
1886,16,411,26
1887,48,768,21
1888,28,126,17
1889,58,528,29
1890,41,811,9
1891,30,183,7
1892,38,920,30
1893,54,625,26
1894,49,704,13
1895,53,805,26
1896,44,174,14
1897,27,166,21
1898,57,865,21
1899,49,825,17
1900,58,387,29
1901,55,130,9
1902,60,894,6
1903,28,761,30
1904,46,470,29
1905,38,708,23
1906,53,467,9
1907,25,787,13
1908,31,874,28
1909,37,159,20
1910,40,629,26
1911,46,447,24
1912,2,860,13
1913,49,413,24
1914,50,987,12
1915,7,998,13
1916,17,199,13
1917,44,230,12
1918,37,631,3
1919,31,845,21
1920,24,389,19
1921,21,596,10
1922,50,476,27
1923,25,950,28
1924,40,970,23
1925,21,659,20
1926,23,345,7
1927,10,996,22
1928,59,290,16
1929,14,982,1
1930,10,816,21
1931,26,612,17
1932,24,308,3
1933,10,753,2
1934,7,287,16
1935,6,454,9
1936,1,535,3
1937,34,284,15
1938,54,819,14
1939,23,310,14
1940,11,746,17
1941,17,558,9
1942,11,743,11
1943,12,487,22
1944,37,912,10
1945,19,475,21
1946,47,847,4
1947,44,966,3
1948,31,949,14
1949,56,658,5
1950,29,664,10
1951,28,814,18
1952,46,682,30
1953,34,586,28
1954,11,351,22
1955,42,261,10
1956,44,561,27
1957,40,937,26
1958,32,136,6
1959,47,903,20
1960,9,477,12
1961,29,686,13
1962,35,404,18
1963,47,190,3
1964,30,348,7
1965,23,716,11
1966,45,235,4
1967,11,688,20
1968,42,815,15
1969,21,559,7
1970,53,976,18
1971,37,516,25
1972,5,791,6
1973,37,135,28
1974,59,891,22
1975,32,785,5
1976,16,168,17
1977,59,890,25
1978,7,148,12
1979,29,463,22
1980,56,605,8
1981,45,251,29
1982,13,215,23
1983,25,216,29
1984,7,579,13
1985,29,216,13
1986,50,623,27
1987,2,233,7
1988,6,627,28
1989,8,273,23
1990,1,937,24
1991,54,435,9
1992,17,725,5
1993,45,187,2
1994,8,429,12
1995,37,352,19
1996,45,599,3
1997,5,492,2
1998,14,297,16
1999,20,843,5
2000,43,750,2
2001,33,686,29
2002,55,891,24
2003,5,608,9
2004,12,914,25
2005,26,352,10
2006,30,617,11
2007,17,595,18
2008,20,977,19
2009,30,300,22
2010,3,321,18
2011,25,474,12
2012,28,663,23
2013,38,260,24
2014,46,184,25
2015,37,892,18
2016,29,454,25
2017,28,255,1
2018,23,808,3
2019,52,102,19
2020,21,999,17
2021,41,486,15
2022,32,944,18
2023,10,853,9
2024,6,131,4
2025,52,707,9
2026,45,757,2
2027,6,159,10
2028,22,484,22
2029,10,869,3
2030,24,609,9
2031,11,628,19
2032,12,437,28
2033,44,258,10
2034,43,886,21
2035,19,953,9
2036,51,669,16
2037,29,732,9
2038,38,615,21
2039,19,409,14
2040,56,632,22
2041,46,131,24
2042,24,430,27
2043,25,879,20
2044,10,517,27
2045,50,351,25
2046,9,744,19
2047,23,675,17
2048,11,404,13
2049,30,880,21
2050,29,171,11
2051,22,919,14
2052,44,139,4
2053,40,138,29
2054,18,979,7
2055,60,143,19
2056,13,649,19
2057,43,852,19
2058,37,305,26
2059,37,424,12
2060,20,940,12
2061,2,973,6
2062,44,223,1
2063,58,162,14
2064,9,643,27
2065,25,190,20
2066,4,448,24
2067,26,865,7
2068,21,524,21
2069,16,761,26
2070,43,905,2
2071,57,955,3
2072,9,836,16
2073,21,451,5
2074,37,567,29
2075,11,399,4
2076,9,517,19
2077,27,876,10
2078,30,910,10
2079,4,574,25
2080,12,942,18
2081,45,647,25
2082,58,936,1
2083,46,945,4
2084,40,294,10
2085,55,710,18
2086,26,250,26
2087,1,492,28
2088,27,806,4
2089,20,431,7
2090,60,255,28
2091,40,697,13
2092,18,611,4
2093,57,423,19
2094,35,638,11
2095,16,207,23
2096,21,861,30
2097,51,652,16
2098,36,773,13
2099,39,672,25
2100,26,288,29
2101,18,140,5
2102,33,373,4
2103,12,827,6
2104,45,938,15
2105,57,680,24
2106,16,207,20
2107,48,915,29
2108,49,281,6
2109,13,767,18
2110,41,195,3
2111,2,323,28
2112,55,832,2
2113,24,939,2
2114,35,932,16
2115,57,278,4
2116,22,736,24
2117,13,195,17
2118,53,906,24
2119,48,319,3
2120,37,492,15
2121,15,780,17
2122,3,767,18
2123,54,298,3
2124,19,918,1
2125,37,951,13
2126,28,678,8
2127,44,122,5
2128,5,161,6
2129,4,135,22
2130,58,328,19
2131,19,166,8
2132,27,509,28
2133,7,609,14
2134,13,587,19
2135,52,670,24
2136,52,500,16
2137,8,101,3
2138,26,238,2
2139,28,114,10
2140,36,236,6
2141,1,600,13
2142,14,599,1
2143,6,861,25
2144,6,755,6
2145,25,738,17
2146,47,280,10
2147,22,700,18
2148,18,671,15
2149,60,235,7
2150,53,615,26
2151,26,377,26
2152,39,228,26
2153,17,989,21
2154,8,585,17
2155,15,724,19
2156,41,546,4
2157,53,959,6
2158,31,890,19
2159,35,276,30
2160,9,363,1
2161,36,694,14
2162,6,136,6
2163,52,267,28
2164,36,445,13
2165,17,446,18
2166,44,301,26
2167,25,307,15
2168,20,118,26
2169,12,869,12
2170,46,628,29
2171,20,248,14
2172,53,609,25
2173,60,831,16
2174,34,264,12
2175,2,142,4
2176,32,329,23
2177,59,597,17
2178,1,540,23
2179,31,424,28
2180,31,489,28
2181,59,845,4
2182,32,208,9
2183,8,823,24
2184,27,984,20
2185,11,141,27
2186,36,728,7
2187,52,948,9
2188,50,230,16
2189,17,377,5
2190,55,762,16
2191,11,631,19
2192,27,874,18
2193,57,237,3
2194,33,601,25
2195,52,325,9
2196,41,734,3
2197,46,769,29
2198,7,506,21
2199,6,604,9
2200,34,190,12
2201,5,616,13
2202,5,467,20
2203,45,988,6
2204,2,425,29
2205,38,391,7
2206,41,774,4
2207,17,350,24
2208,34,159,7
2209,55,211,26
2210,33,927,6
2211,21,739,1
2212,1,393,21
2213,52,148,15
2214,29,332,27
2215,17,792,24
2216,33,577,6
2217,48,252,8
2218,22,675,19
2219,10,809,24
2220,43,680,20
2221,3,658,29
2222,48,661,9
2223,49,938,25
2224,21,992,2
2225,22,485,15
2226,24,756,6
2227,33,155,29
2228,4,460,7
2229,43,467,29
2230,30,437,11
2231,48,707,20
2232,39,160,11
2233,56,440,10
2234,53,129,28
2235,39,385,10
2236,36,503,13
2237,25,218,25
2238,44,518,22
2239,58,424,18
2240,58,662,20
2241,5,417,3
2242,46,421,18
2243,56,929,6
2244,48,266,23
2245,27,131,12
2246,48,243,27
2247,43,612,14
2248,27,818,21
2249,16,574,28
2250,26,828,21
2251,17,526,30
2252,26,243,15
2253,30,988,22
2254,45,228,13
2255,32,115,19
2256,49,360,16
2257,34,190,11
2258,34,646,4
2259,52,207,28
2260,32,554,10
2261,9,810,25
2262,52,997,12
2263,45,245,4
2264,18,577,10
2265,5,400,9
2266,25,532,23
2267,38,699,5
2268,37,605,25
2269,37,898,23
2270,32,700,10
2271,53,846,5
2272,8,203,11
2273,2,220,22
2274,6,580,4
2275,24,879,16
2276,36,365,5
2277,46,967,27
2278,22,594,2
2279,15,639,7
2280,34,509,6
2281,55,229,26
2282,33,449,5
2283,3,832,12
2284,43,634,28
2285,13,501,2
2286,23,161,4
2287,38,959,7
2288,47,412,25
2289,27,811,25
2290,43,176,30
2291,24,646,7
2292,43,753,17
2293,36,230,28
2294,56,130,25
2295,43,208,28
2296,32,934,6
2297,49,960,6
2298,55,188,9
2299,36,806,11
2300,20,709,26
2301,54,379,1
2302,9,145,19
2303,33,921,19
2304,7,299,1
2305,55,161,30
2306,56,898,28
2307,37,668,28
2308,57,476,18
2309,40,731,21
2310,4,387,26
2311,22,348,8
2312,27,327,13
2313,30,152,7
2314,10,737,23
2315,8,209,30
2316,55,682,26
2317,32,506,14
2318,43,146,13
2319,42,971,7
2320,52,131,8
2321,30,824,17
2322,29,415,13
2323,7,347,10
2324,25,594,24
2325,4,766,13
2326,29,186,18
2327,2,716,4
2328,58,745,10
2329,36,851,18
2330,39,135,9
2331,34,273,3
2332,20,418,23
2333,33,171,22
2334,13,842,12
2335,13,460,5
2336,22,992,16
2337,42,489,21
2338,10,240,2
2339,46,964,2
2340,51,713,13
2341,52,260,22
2342,9,634,15
2343,27,908,28
2344,55,318,18
2345,45,829,30
2346,31,967,27
2347,8,256,2
2348,30,994,12
2349,35,455,8
2350,7,486,4
2351,3,153,6
2352,5,674,26
2353,16,383,16
2354,60,280,28
2355,10,963,28
2356,35,499,23
2357,58,510,22
2358,53,165,21
2359,5,554,18
2360,27,923,20
2361,18,568,19
2362,1,445,18
2363,39,798,21
2364,57,927,11
2365,13,490,15
2366,27,770,6
2367,28,404,21
2368,8,218,15
2369,43,450,22
2370,53,220,25
2371,25,420,12
2372,4,717,20
2373,29,658,6
2374,21,653,23
2375,7,806,22
2376,35,738,7
2377,60,256,1
2378,60,273,5
2379,12,115,15
2380,56,192,20
2381,25,893,18
2382,32,613,10
2383,47,141,25
2384,26,759,4
2385,40,309,24
2386,2,978,22
2387,9,301,1
2388,7,352,21
2389,19,456,17
2390,15,340,14
2391,21,648,24
2392,14,485,25
2393,53,485,19
2394,36,678,5
2395,56,626,8
2396,6,461,4
2397,29,363,23
2398,24,844,27
2399,50,482,7
2400,38,162,17
2401,1,705,24
2402,40,131,5
2403,14,231,6
2404,55,592,11
2405,3,283,26
2406,21,945,4
2407,33,385,16
2408,34,762,19
2409,11,479,19
2410,42,369,30
2411,4,535,17
2412,20,933,8
2413,33,685,12
2414,4,797,25
2415,54,644,23
2416,30,179,8
2417,26,310,19
2418,38,915,12
2419,48,777,17
2420,40,487,15
2421,60,135,26
2422,46,281,10
2423,26,967,9
2424,41,893,7
2425,19,591,17
2426,19,747,11
2427,20,778,26
2428,20,698,2
2429,44,149,29
2430,59,153,17
2431,21,287,23
2432,7,178,3
2433,17,698,19
2434,17,367,2
2435,31,229,17
2436,29,736,23
2437,19,814,13
2438,60,164,24
2439,8,747,10
2440,31,420,2
2441,24,434,23
2442,26,452,6
2443,1,942,11
2444,21,170,28
2445,22,328,12
2446,27,724,3
2447,56,307,3
2448,58,594,5
2449,15,514,1
2450,23,273,22
2451,44,230,22
2452,59,349,2
2453,35,541,3
2454,14,166,24
2455,8,868,17
2456,58,472,16
2457,18,823,23
2458,37,898,29
2459,15,990,14
2460,31,501,30
2461,49,904,19
2462,7,686,14
2463,59,820,5
2464,45,919,8
2465,51,610,8
2466,60,930,5
2467,24,392,24
2468,2,938,13
2469,49,782,7
2470,23,211,12
2471,18,440,3
2472,56,475,29
2473,23,434,4
2474,46,209,28
2475,36,848,10
2476,20,177,14
2477,53,798,4
2478,20,201,4
2479,25,882,7
2480,6,411,3
2481,20,311,12
2482,34,289,7
2483,13,172,23
2484,24,514,8
2485,54,131,17
2486,25,296,14
2487,33,581,14
2488,22,310,3
2489,8,278,19
2490,52,156,29
2491,14,606,30
2492,48,655,25
2493,46,917,12
2494,54,660,14
2495,52,414,16
2496,40,405,12
2497,6,149,26
2498,12,802,4
2499,3,801,25
2500,1,589,8
2501,40,874,9
2502,44,885,29
2503,24,455,13
2504,13,1000,29
2505,31,827,4
2506,59,810,14
2507,51,659,11
2508,16,532,14
2509,3,157,19
2510,46,571,3
2511,34,154,4
2512,7,565,14
2513,48,862,23
2514,24,993,24
2515,39,399,8
2516,22,359,4
2517,18,181,29
2518,42,795,3
2519,15,276,7
2520,7,234,26
2521,22,358,22
2522,37,340,8
2523,6,726,1
2524,34,940,20
2525,3,819,29
2526,23,780,17
2527,16,122,22
2528,41,276,14
2529,8,885,22
2530,38,891,11
2531,25,944,13
2532,1,821,27
2533,33,910,10
2534,60,986,2
2535,20,748,21
2536,1,655,11
2537,11,198,16
2538,21,145,9
2539,14,572,8
2540,27,778,12
2541,8,447,4
2542,11,559,20
2543,29,441,15
2544,54,384,16
2545,29,677,19
2546,50,819,9
2547,38,307,10
2548,8,228,29
2549,34,583,26
2550,28,146,21
2551,39,642,15
2552,18,552,13
2553,11,931,15
2554,46,577,23
2555,56,173,20
2556,42,635,6
2557,45,992,23
2558,2,414,26
2559,60,366,20
2560,33,666,21
2561,10,552,23
2562,53,575,12
2563,2,705,20
2564,33,952,11
2565,19,810,1
2566,49,271,17
2567,35,452,24
2568,30,998,18
2569,20,585,9
2570,7,663,13
2571,42,561,21
2572,24,608,24
2573,9,102,29
2574,44,937,30
2575,11,925,26
2576,38,541,25
2577,48,845,15
2578,17,946,9
2579,55,516,26
2580,34,733,29
2581,18,873,22
2582,54,197,9
2583,6,501,26
2584,12,873,22
2585,44,671,10
2586,51,760,20
2587,31,203,17
2588,45,219,27
2589,38,179,17
2590,13,486,23
2591,49,978,19
2592,48,193,5
2593,57,914,23
2594,31,302,17
2595,16,428,20
2596,53,496,10
2597,52,999,15
2598,11,713,14
2599,7,386,12
2600,59,755,14
2601,26,640,6
2602,55,227,25
2603,23,488,2
2604,39,541,14
2605,16,117,11
2606,47,825,10
2607,13,941,12
2608,33,738,2
2609,56,493,14
2610,21,892,12
2611,13,654,11
2612,29,101,29
2613,9,765,13
2614,58,273,30
2615,41,521,20
2616,32,120,22
2617,50,783,28
2618,53,259,18
2619,27,809,20
2620,15,203,29
2621,53,191,21
2622,57,196,9
2623,27,946,18
2624,34,281,13
2625,29,841,10
2626,57,367,2
2627,1,852,7
2628,39,594,1
2629,28,918,8
2630,37,659,14
2631,31,228,4
2632,41,997,8
2633,2,221,19
2634,29,678,23
2635,32,146,22
2636,52,489,14
2637,53,382,17
2638,28,417,15
2639,36,115,24
2640,51,881,15
2641,34,268,4
2642,36,349,8
2643,29,978,25
2644,53,708,16
2645,15,710,18
2646,11,556,7
2647,27,848,10
2648,42,745,17
2649,4,267,12
2650,29,416,20
2651,53,506,13
2652,36,457,24
2653,23,275,25
2654,35,864,8
2655,28,917,4
2656,52,257,7
2657,41,708,10
2658,24,211,15
2659,30,214,9
2660,30,546,6
2661,21,527,24
2662,23,345,10
2663,1,145,4
2664,55,313,1
2665,58,704,7
2666,15,391,16
2667,56,806,23
2668,42,454,28
2669,55,533,19
2670,46,251,28
2671,47,669,4
2672,55,672,27
2673,58,193,26
2674,41,304,2
2675,56,441,16
2676,44,516,6
2677,18,855,22
2678,20,335,20
2679,29,395,15
2680,41,528,23
2681,38,519,1
2682,51,548,14
2683,1,700,8
2684,42,271,12
2685,24,639,24
2686,48,199,20
2687,10,348,22
2688,39,719,16
2689,36,663,16
2690,56,726,22
2691,7,620,10
2692,53,820,18
2693,53,215,8
2694,26,228,1
2695,21,274,16
2696,57,145,28
2697,34,881,2
2698,27,976,7
2699,60,157,19
2700,57,526,2
2701,46,702,30
2702,30,975,1
2703,39,680,13
2704,54,323,19
2705,36,373,21
2706,37,588,25
2707,26,996,21
2708,27,501,24
2709,2,738,6
2710,6,677,28
2711,40,952,9
2712,31,703,9
2713,13,227,21
2714,42,132,30
2715,32,168,24
2716,59,132,20
2717,41,366,5
2718,6,720,26
2719,51,364,20
2720,19,144,14
2721,8,351,21
2722,47,238,29
2723,59,715,8
2724,22,338,3
2725,10,581,30
2726,41,949,21
2727,47,874,7
2728,4,332,17
2729,20,365,14
2730,26,145,30
2731,33,453,17
2732,50,853,23
2733,1,481,27
2734,29,880,1
2735,49,366,24
2736,57,142,1
2737,30,646,7
2738,5,901,3
2739,55,626,17
2740,10,320,23
2741,33,617,21
2742,12,753,8
2743,13,297,22
2744,58,959,21
2745,50,830,16
2746,51,131,19
2747,40,995,13
2748,50,762,12
2749,31,148,20
2750,58,284,18
2751,44,642,5
2752,52,237,8
2753,55,117,4
2754,7,846,19
2755,60,512,26
2756,4,863,17
2757,19,257,2
2758,1,880,5
2759,34,866,24
2760,35,568,27
2761,37,286,5
2762,10,152,6
2763,30,995,8
2764,44,279,16
2765,40,764,10
2766,37,304,11
2767,4,861,2
2768,56,113,1
2769,15,523,30
2770,13,793,8
2771,56,387,7
2772,5,515,14
2773,38,350,5
2774,6,475,29
2775,16,899,29
2776,3,868,4
2777,46,208,13
2778,20,813,9
2779,28,685,9
2780,48,552,1
2781,13,595,29
2782,21,230,7
2783,40,531,21
2784,34,264,20
2785,51,366,24
2786,43,727,17
2787,53,333,14
2788,41,640,5
2789,43,585,9
2790,26,190,30
2791,48,430,12
2792,23,759,24
2793,60,704,10
2794,16,542,22
2795,11,318,30
2796,14,557,22
2797,8,200,12
2798,54,947,28
2799,29,242,27
2800,11,207,27
2801,55,787,25
2802,15,363,5
2803,17,263,22
2804,46,305,19
2805,27,497,6
2806,29,786,2
2807,5,534,3
2808,19,624,18
2809,24,160,5
2810,30,244,22
2811,40,200,11
2812,44,461,16
2813,48,671,24
2814,56,176,25
2815,28,926,9
2816,4,456,11
2817,42,994,15
2818,9,281,25
2819,7,312,3
2820,19,497,24
2821,37,476,27
2822,21,514,21
2823,13,564,4
2824,13,639,1
2825,3,940,8
2826,45,233,16
2827,4,565,11
2828,60,421,2
2829,32,557,22
2830,14,238,30
2831,52,558,22
2832,59,227,18
2833,32,347,1
2834,51,523,26
2835,11,521,1
2836,29,155,28
2837,46,482,8
2838,36,273,8
2839,24,378,16
2840,53,347,5
2841,17,772,19
2842,54,320,4
2843,46,946,1
2844,41,506,23
2845,8,330,10
2846,56,174,25
2847,9,443,26
2848,36,724,20
2849,51,196,11
2850,57,228,5
2851,18,919,7
2852,31,568,21
2853,19,380,25
2854,40,802,25
2855,42,607,16
2856,53,882,11
2857,7,165,13
2858,52,846,3
2859,22,797,21
2860,41,458,19
2861,45,880,11
2862,18,578,6
2863,39,617,26
2864,23,950,28
2865,42,692,23
2866,32,794,26
2867,51,656,3
2868,48,193,11
2869,60,500,1
2870,25,523,26
2871,44,999,4
2872,40,877,4
2873,35,904,5
2874,52,923,11
2875,12,901,15
2876,26,305,26
2877,28,914,13
2878,57,572,25
2879,47,589,8
2880,33,777,6
2881,28,660,1
2882,37,595,30
2883,29,651,14
2884,57,124,24
2885,45,649,26
2886,28,197,14
2887,1,881,21
2888,21,768,19
2889,13,132,19
2890,3,984,23
2891,34,488,15
2892,50,555,21
2893,3,992,9
2894,31,490,6
2895,45,781,19
2896,11,266,2
2897,13,190,11
2898,12,845,2
2899,31,522,12
2900,54,714,29
2901,6,639,23
2902,30,186,3
2903,27,752,17
2904,49,767,24
2905,39,415,11
2906,26,758,7
2907,59,803,24
2908,32,919,23
2909,19,328,15
2910,26,576,18
2911,42,472,28
2912,27,839,3
2913,9,909,19
2914,38,217,15
2915,54,654,23
2916,21,611,8
2917,9,583,28
2918,50,799,27
2919,26,809,7
2920,16,893,6
2921,6,151,23
2922,56,351,14
2923,41,820,21
2924,45,314,12
2925,39,968,19
2926,48,335,8
2927,14,631,4
2928,21,122,23
2929,6,833,6
2930,48,643,17
2931,52,992,22
2932,43,234,4
2933,57,251,14
2934,49,800,18
2935,46,783,26
2936,10,256,14
2937,39,393,7
2938,19,353,12
2939,22,359,9
2940,51,188,20
2941,23,330,27
2942,56,125,22
2943,46,787,5
2944,19,482,23
2945,54,977,14
2946,19,424,22
2947,11,623,17
2948,52,411,4
2949,28,441,25
2950,6,939,8
2951,17,892,26
2952,54,191,19
2953,44,668,28
2954,12,952,7
2955,32,143,7
2956,35,179,24
2957,29,702,3
2958,60,121,12
2959,11,345,21
2960,30,674,3
2961,35,837,26
2962,19,268,4
2963,35,906,27
2964,18,173,4
2965,37,860,20
2966,41,411,2
2967,59,409,25
2968,6,640,10
2969,18,120,25
2970,4,454,14
2971,41,653,27
2972,14,485,30
2973,7,876,7
2974,46,376,4
2975,1,584,25
2976,38,329,28
2977,48,117,27
2978,52,998,13
2979,38,972,22
2980,8,989,17
2981,37,697,20
2982,37,519,25
2983,16,399,5
2984,32,924,11
2985,34,611,16
2986,46,203,2
2987,39,497,25
2988,16,595,14
2989,39,448,30
2990,52,799,27
2991,51,492,2
2992,12,802,19
2993,2,202,13
2994,36,367,5
2995,39,936,13
2996,25,850,24
2997,53,297,2
2998,5,300,10
2999,28,743,16
3000,28,664,23
3001,37,307,27
3002,47,273,20
3003,40,750,15
3004,9,103,3
3005,2,748,28
3006,53,216,3
3007,39,813,19
3008,33,277,11
3009,41,230,12
3010,49,896,1
3011,19,389,21
3012,8,919,11
3013,15,246,24
3014,33,391,12
3015,37,247,19
3016,26,728,16
3017,38,825,18
3018,39,312,2
3019,54,756,5
3020,60,572,11
3021,2,972,9
3022,59,519,5
3023,6,193,21
3024,24,202,13
3025,23,301,19
3026,45,458,10
3027,60,295,25
3028,34,518,1
3029,59,222,3
3030,8,588,21
3031,59,478,29
3032,28,461,10
3033,59,269,2
3034,15,263,26
3035,37,168,10
3036,9,458,21
3037,39,810,24
3038,22,541,28
3039,40,483,14
3040,52,643,22
3041,58,748,3
3042,33,129,26
3043,37,299,27
3044,29,207,28
3045,51,362,16
3046,10,167,7
3047,54,576,8
3048,11,577,29
3049,40,682,23
3050,35,419,2
3051,19,466,5
3052,35,800,14
3053,9,576,6
3054,39,118,10
3055,24,715,25
3056,47,885,24
3057,29,657,17
3058,55,146,23
3059,24,142,26
3060,56,909,19
3061,59,339,19
3062,56,400,12
3063,36,536,20
3064,22,550,29
3065,1,560,6
3066,15,888,9
3067,12,222,24
3068,58,641,13
3069,46,650,21
3070,27,776,8
3071,30,495,21
3072,21,564,28
3073,26,630,27
3074,57,661,16
3075,10,392,20
3076,19,789,7
3077,46,381,1
3078,28,402,30
3079,30,824,18
3080,52,656,14
3081,43,973,13
3082,35,469,16
3083,14,895,7
3084,8,356,5
3085,25,895,26
3086,4,862,29
3087,12,661,24
3088,38,169,19
3089,10,527,4
3090,50,617,19
3091,13,481,4
3092,6,122,5
3093,7,180,15
3094,1,474,19
3095,16,509,22
3096,30,208,10
3097,34,925,13
3098,45,779,28
3099,6,359,11
3100,33,786,4
3101,16,474,30
3102,29,420,25
3103,29,555,1
3104,19,926,3
3105,2,373,21
3106,57,108,12
3107,38,781,9
3108,18,919,21
3109,22,598,6
3110,51,119,19
3111,17,733,15
3112,44,828,10
3113,55,871,2
3114,43,664,24
3115,15,864,29
3116,20,541,3
3117,29,940,21
3118,7,909,11
3119,25,673,28
3120,41,334,22
3121,18,595,9
3122,25,153,3
3123,27,590,1
3124,38,602,4
3125,35,116,12
3126,14,654,30
3127,19,931,17
3128,15,738,18
3129,58,432,6
3130,52,871,9
3131,5,602,15
3132,5,811,15
3133,22,317,15
3134,55,331,9
3135,44,714,16
3136,3,188,22
3137,10,405,6
3138,10,632,10
3139,39,708,14
3140,24,685,13
3141,45,959,8
3142,33,878,14
3143,60,350,1
3144,22,641,19
3145,46,419,13
3146,56,122,8
3147,46,162,18
3148,30,124,29
3149,42,573,25
3150,19,233,10
3151,37,954,25
3152,57,603,10
3153,20,661,30
3154,18,353,17
3155,5,234,25
3156,29,563,3
3157,26,340,9
3158,10,618,11
3159,13,588,6
3160,47,172,10
3161,54,599,17
3162,36,657,5
3163,44,791,7
3164,59,625,29
3165,43,981,2
3166,54,582,21
